CAPITULO,COD_CID,DESCRICAO_CID,GRUPO
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E249,Síndrome de Cushing năo especificada,Transtornos de outras glândulas endócrinas
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E25,Transtornos adrenogenitais,Transtornos de outras glândulas endócrinas
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E250,Transtornos adrenogenitais congęnitos associados ŕ deficięncia enzimática,Transtornos de outras glândulas endócrinas
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E258,Outros transtornos adrenogenitais,Transtornos de outras glândulas endócrinas
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E259,Transtorno adrenogenital năo especificado,Transtornos de outras glândulas endócrinas
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E26,Hiperaldosteronismo,Transtornos de outras glândulas endócrinas
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E260,Hiperaldosteronismo primário,Transtornos de outras glândulas endócrinas
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E261,Hiperaldosteronismo secundário,Transtornos de outras glândulas endócrinas
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E268,Outro hiperaldosteronismo,Transtornos de outras glândulas endócrinas
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E269,Hiperaldosteronismo năo especificado,Transtornos de outras glândulas endócrinas
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E27,Outros transtornos da glândula supra-renal,Transtornos de outras glândulas endócrinas
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E270,Outros excessos de atividade adrenocortical,Transtornos de outras glândulas endócrinas
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E271,Insuficięncia adrenocortical primária,Transtornos de outras glândulas endócrinas
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E272,Crise addisoniana,Transtornos de outras glândulas endócrinas
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E273,Insuficięncia adrenocortical induzida por drogas,Transtornos de outras glândulas endócrinas
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E274,Outras insuficięncias adrenocorticais e as năo especificadas,Transtornos de outras glândulas endócrinas
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E275,Hiperfunçăo adrenomedular,Transtornos de outras glândulas endócrinas
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E278,Outros transtornos especificados da supra-renal,Transtornos de outras glândulas endócrinas
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E279,Transtorno năo especificado da supra-renal,Transtornos de outras glândulas endócrinas
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E28,Disfunçăo ováriana,Transtornos de outras glândulas endócrinas
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E280,Excesso de estrógeno,Transtornos de outras glândulas endócrinas
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E281,Excesso de andrógenos,Transtornos de outras glândulas endócrinas
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E282,Síndrome do ovário policístico,Transtornos de outras glândulas endócrinas
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E283,Insuficięncia ovariana primária,Transtornos de outras glândulas endócrinas
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E288,Outra disfunçăo ovariana,Transtornos de outras glândulas endócrinas
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E289,Disfunçăo ovariana năo especificada,Transtornos de outras glândulas endócrinas
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E29,Disfunçăo testicular,Transtornos de outras glândulas endócrinas
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E290,Hiperfunçăo testicular,Transtornos de outras glândulas endócrinas
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E291,Hipofunçăo testicular,Transtornos de outras glândulas endócrinas
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E298,Outra disfunçăo testicular,Transtornos de outras glândulas endócrinas
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E299,Disfunçăo testicular năo especificada,Transtornos de outras glândulas endócrinas
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E30,Transtornos da puberdade năo classificados em outra parte,Transtornos de outras glândulas endócrinas
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E300,Puberdade retardada,Transtornos de outras glândulas endócrinas
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E301,Puberdade precoce,Transtornos de outras glândulas endócrinas
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E308,Outros transtornos da puberdade,Transtornos de outras glândulas endócrinas
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E309,Transtorno năo especificado da puberdade,Transtornos de outras glândulas endócrinas
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E31,Disfunçăo poliglândular,Transtornos de outras glândulas endócrinas
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E310,Insuficięncia poliglandular auto-imune,Transtornos de outras glândulas endócrinas
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E311,Hiperfunçăo poliglandular,Transtornos de outras glândulas endócrinas
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E318,Outra disfunçăo poliglandular,Transtornos de outras glândulas endócrinas
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E319,Disfunçăo poliglandular năo especificada,Transtornos de outras glândulas endócrinas
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E32,Doenças do timo,Transtornos de outras glândulas endócrinas
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E320,Hiperplasia persistente do timo,Transtornos de outras glândulas endócrinas
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E321,Abscesso do timo,Transtornos de outras glândulas endócrinas
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E328,Outras doenças do timo,Transtornos de outras glândulas endócrinas
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E329,Doença do timo năo especificada,Transtornos de outras glândulas endócrinas
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E34,Transtornos endocrinos,Transtornos de outras glândulas endócrinas
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E340,Síndrome carcinóide,Transtornos de outras glândulas endócrinas
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E341,Outra hipersecreçăo de hormônios intestinais,Transtornos de outras glândulas endócrinas
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E342,"Secreçăo hormonal ectópica, năo classificada em outra parte",Transtornos de outras glândulas endócrinas
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E343,"Nanismo, năo classificado em outra parte",Transtornos de outras glândulas endócrinas
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E344,Alta estatura constitucional,Transtornos de outras glândulas endócrinas
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E345,Síndrome de resistęncia a andrógenos,Transtornos de outras glândulas endócrinas
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E348,Outros transtornos endócrinos especificados,Transtornos de outras glândulas endócrinas
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E349,Transtorno endócrino năo especificado,Transtornos de outras glândulas endócrinas
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E35,Transtornos das glândulas endocrinas em doenças classificadas em outra parte,Transtornos de outras glândulas endócrinas
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E350,Transtornos da glândula tireóide em doenças classificadas em outra parte,Transtornos de outras glândulas endócrinas
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E351,Transtornos das supra-renais em doenças classificadas em outra parte,Transtornos de outras glândulas endócrinas
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E358,Transtornos de outras glândulas endócrinas em doenças classificadas em outra parte,Transtornos de outras glândulas endócrinas
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E40,Kwashiorkor,Desnutrição
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E41,Marasmo nutricional,Desnutrição
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E42,Kwashiorkor marasmático,Desnutrição
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E43,Desnutriçăo protéico-calórica grave năo especificada,Desnutrição
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E44,Desnutriçăo proteico-calorica de graus moderado e leve,Desnutrição
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E440,Desnutriçăo protéico-calórica moderada,Desnutrição
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E441,Desnutriçăo protéico-calórica leve,Desnutrição
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E45,Atraso do desenvolvimento devido ŕ desnutriçăo protéico-calórica,Desnutrição
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E46,Desnutriçăo protéico-calórica năo especificada,Desnutrição
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E50,Deficięncia de vitamina a,Outras deficiências nutricionais
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E500,Deficięncia de vitamina a com xerose conjuntival,Outras deficiências nutricionais
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E501,Deficięncia de vitamina a com mancha de bitot e xerose conjuntival,Outras deficiências nutricionais
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E502,Deficięncia de vitamina a com xerose da córnea,Outras deficiências nutricionais
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E503,Deficięncia de vitamina a com ulceraçăo e xerose da córnea,Outras deficiências nutricionais
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E504,Deficięncia de vitamina a com ceratomalácia,Outras deficiências nutricionais
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E505,Deficięncia de vitamina a com cegueira noturna,Outras deficiências nutricionais
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E506,Deficięncia de vitamina a com cicatrizes xeroftálmicas da córnea,Outras deficiências nutricionais
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E507,Outras manifestaçőes oculares devidas a deficięncia de vitamina a,Outras deficiências nutricionais
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E508,Outras manifestaçőes devidas a deficięncia de vitamina a,Outras deficiências nutricionais
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E509,Deficięncia năo especificada de vitamina a,Outras deficiências nutricionais
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E51,Deficięncia de tiamina,Outras deficiências nutricionais
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E511,Beribéri,Outras deficiências nutricionais
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E512,Encefalopatia de wernicke,Outras deficiências nutricionais
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E518,Outras manifestaçőes da deficięncia de tiamina,Outras deficiências nutricionais
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E519,Deficięncia năo especificada de tiamina,Outras deficiências nutricionais
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E52,Deficięncia de niacina [pelagra],Outras deficiências nutricionais
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E53,Deficięncia de outras vitaminas do grupo b,Outras deficiências nutricionais
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E530,Deficięncia de riboflavina,Outras deficiências nutricionais
"Capítulo IV - Doenças endócrinas, nutricionais e metabólicas",E531,Deficięncia de piridoxina,Outras deficiências nutricionais
