CHAVE;DS_REGRA
301100039;AFERIÇÃO DE PRESSÃO ARTERIAL
301100047;CATETERISMO VESICAL DE ALIVIO
301100055;CATETERISMO VESICAL DE DEMORA
301100063;CUIDADOS COM ESTOMAS
301100071;CUIDADOS C/ TRAQUEOSTOMIA
301100080;DETERMINACAO DE PRESSAO VENOSA CENTRAL (PVC)
301100098;ENEMA
301100101;INALAÇÃO / NEBULIZAÇÃO
301100110;IRRIGACAO VESICAL
301100128;LAVAGEM GASTRICA
301100136;ORDENHA MAMARIA
301100144;OXIGENOTERAPIA
301100152;RETIRADA DE PONTOS DE CIRURGIAS BASICAS (POR PACIENTE)
301100160;SONDAGEM ENTERAL
301100179;SONDAGEM GÁSTRICA
301100187;TERAPIA DE REIDRATACAO ORAL
301110018;ACOMPANHAMENTO DE PACIENTE MEDIO / GRANDE QUEIMADO
301110026;ACOMPANHAMENTO DE PACIENTE PEQUENO QUEIMADO
301120013;ACOMPANHAMENTO DE PACIENTE COM FENILCETONURIA
301120021;ACOMPANHAMENTO DE PACIENTE COM FIBROSE CÍSTICA
301120030;ACOMPANHAMENTO DE PACIENTE COM HEMOGLOBINOPATIAS
301120048;ACOMPANHAMENTO DE PACIENTE COM HIPOTIREOIDISMO CONGÊNITO
301120056;ACOMPANHAMENTO DE PACIENTE PÓS-CIRURGIA BARIÁTRICA POR EQUIPE MULTIPROFISSIONAL
301120064;ACOMPANHAMENTO EM SERVIÇO DE REFERÊNCIA EM TRIAGEM NEONATAL (SRTN) - HIPERPLASIA ADRENAL CONGÊNITA
301120072;ACOMPANHAMENTO EM SERVIÇO DE REFERÊNCIA DE TRIAGEM NEONATAL (SRTN) PACIENTE COM DEFICIÊNCIA DE BIO
301120080;ACOMPANHAMENTO DE PACIENTE PRÉ-CIRURGIA BARIÁTRICA POR EQUIPE MULTIPROFISSIONAL
301130019;AVALIACAO CLINICA E ELETRONICA DE DISPOSITIVO ELETRICO CARDIACO IMPLANTAVEL
301130027;ACOMPANHAMENTO DE PACIENTE NO PROCESSO TRANSEXUALIZADOR (POR ATENDIMENTO)
301130035;ACOMPANHAMENTO NO PROCESSO TRANSEXUALIZADO EXCLUSIVAMENTE PARA ATENDIMENTO CLINICO
301130043;ACOMPANHAMENTO NO PROCESSO TRANSEXUALIZADOR EXCLUSIVO NAS ETAPAS DO PRÉ E PÓS-OPERATÓRIO
301130051;ACOMPANHAMENTO MULTIPROFISSIONAL EM DRC ESTÁGIO 04 PRÉ DIÁLISE
301130060;ACOMPANHAMENTO MULTIPROFISSIONAL EM DRC ESTÁGIO 05 PRÉ DIÁLISE
301140014;ATENDIMENTO DE PACIENTE EM CUIDADOS PALIATIVOS
302010017;ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE NO PRÉ/PÓS CIRURGIAS UROGINECOLÓGICAS
302010025;ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTES C/ DISFUNÇÕES UROGINECOLÓGICAS
302010033;ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE NEONATO
302020012;ATENDIMENTO FISIOTERAPÊUTICO DE PACIENTE COM CUIDADOS PALIATIVOS
302020020;ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE ONCOLÓGICO CLÍNICO
302020039;ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE NO PRÉ E PÓS CIRURGIA ONCOLÓGICA
302030018;ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTES COM ALTERAÇÕES OCULOMOTORAS CENTRAIS C/ COMPROMETIMENTO
302030026;ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE COM ALTERAÇÕES OCULOMOTORAS PERIFÉRICAS
302040013;ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE COM TRANSTORNO RESPIRATÓRIO COM COMPLICAÇÕES SISTÊMICAS
302040021;ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE COM TRANSTORNO RESPIRATÓRIO SEM COMPLICAÇÕES SISTÊMICAS
302040030;ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE COM TRANSTORNO CLÍNICO CARDIOVASCULAR
302040048;ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE PRÉ/PÓS CIRURGIA CARDIOVASCULAR
302040056;ATENDIMENTO FISIOTERAPÊUTICO NAS DISFUNÇÕES VASCULARES PERIFÉRICAS
302050019;ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTES NO PRÉ E PÓS-OPERATÓRIO NAS DISFUNÇÕES MÚSCULO ESQUE
302050027;ATENDIMENTO FISIOTERAPÊUTICO NAS ALTERAÇÕES MOTORAS
302050035;ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTES NO PRÉ E PÓS-OPERATÓRIO NAS DISFUNÇÕES MUSCULO- ESQUE
302060014;ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTES COM DISTÚRBIOS NEURO-CINÉTICO-FUNCIONAIS SEM COMPLICAÇ
302060022;ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTES COM DISTÚRBIOS NEURO-CINÉTICO-FUNCIONAIS COM COMPLICAÇ
302060030;ATENDIMENTO FISIOTERAPÊUTICO NAS DESORDENS DO DESENVOLVIMENTO NEURO MOTOR
302060049;ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE C/ COMPROMETIMENTO COGNITIVO
302060057;ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE NO PRÉ/PÓS-OPERATÓRIO DE NEUROCIRURGIA
302070010;ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE MÉDIO QUEIMADO
302070028;ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE GRANDE QUEIMADO
302070036;ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE COM SEQÜELAS POR QUEIMADURAS (MÉDIO E GRANDE QUEIMADOS)
303010010;TRATAMENTO DE DENGUE CLÁSSICA
303010029;TRATAMENTO DE DENGUE HEMORRÁGICA
303010037;TRATAMENTO DE OUTRAS DOENÇAS BACTERIANAS
303010045;TRATAMENTO DE DOENÇAS BACTERIANAS ZOONÓTICAS
303010053;TRATAMENTO DE OUTRAS DOENÇAS DEVIDAS A PROTOZOÁRIOS (B55 A B64)
303010061;TRATAMENTO DE DOENÇAS INFECCIOSAS INTESTINAIS
303010070;TRATAMENTO DE FEBRES POR ARBOVÍRUS E FEBRES HEMORRÁGICAS VIRAIS
303010088;TRATAMENTO DE HANSENÍASE
303010096;TRATAMENTO DE HANTAVIROSE
303010100;TRATAMENTO DE HELMINTÍASES (B65 a B83)
303010118;TRATAMENTO DE HEPATITES VIRAIS
303010126;TRATAMENTO DE INFECÇÕES DE TRANSMISSÃO PREDOMINANTEMENTE SEXUAL (A50 A A64)
303010134;TRATAMENTO DE INFECÇÕES VIRAIS CARACTERIZADAS POR LESÕES DE PELE E MUCOSAS (B00 A B09)
303010142;TRATAMENTO DE INFECÇÕES VIRAIS DO SISTEMA NERVOSO CENTRAL
303010150;TRATAMENTO DE MALÁRIA
303010169;TRATAMENTO DE MICOSES (B35 A B49)
303010177;TRATAMENTO DE OUTRAS DOENÇAS CAUSADAS POR CLAMÍDIAS(A70 A A74)
303010185;TRATAMENTO DE OUTRAS DOENÇAS CAUSADAS POR ESPIROQUETAS (A65 A A69)
303010193;TRATAMENTO DE OUTRAS DOENÇAS CAUSADAS POR VÍRUS (B25 A B34)
303010207;TRATAMENTO DE POLIOMIELITE PARALÍTICA AGUDA
303010215;TRATAMENTO DE TUBERCULOSE (A15 a A19)
303010223;TRATAMENTO DE INFECÇÃO PELO CORONAVIRUS – COVID 19
303020016;PULSOTERAPIA I (POR APLICACAO)
303020024;PULSOTERAPIA II (POR APLICACAO)
303020032;TRATAMENTO DE ANEMIA APLASTICA E OUTRAS ANEMIAS
303020040;TRATAMENTO DE ANEMIA HEMOLITICA
303020059;TRATAMENTO DE ANEMIAS NUTRICIONAIS
303020067;TRATAMENTO DE DEFEITOS DA COAGULACAO PURPURA E OUTRAS AFECCOES HEMORRAGICAS
303020075;TRATAMENTO DE HEMOFILIAS
303020083;TRATAMENTO DE OUTRAS DOENÇAS DO SANGUE E DOS ÓRGÃOS HEMATOPOIÉTICOS
303030011;TRATAMENTO DA FIBROSE CÍSTICA
303030020;TRATAMENTO DE DESNUTRICAO
303030038;TRATAMENTO DE DIABETES MELLITUS
303030046;TRATAMENTO DE DISTURBIOS METABOLICOS
303030054;TRATAMENTO DE TRANSTORNOS DA GLÂNDULA TIREOIDE
303030062;TRATAMENTO DE TRANSTORNOS DE OUTRAS GLÂNDULAS ENDÓCRINAS
303030070;ADMINISTRAÇÃO HORMONAL (VALOR MENSAL)
303030089;TRATAMENTO HORMONAL PREPARATÓRIO PARA CIRURGIA DE REDESIGNAÇÃO SEXUAL NO PROCESSO TRANSEXUALIZADOR
303030097;TERAPIA HORMONAL NO PROCESSO TRANSEXUALIZADOR
303040017;AJUSTE MEDICAMENTOSO DE SITUAÇÕES NEUROLÓGICAS AGUDIZADAS
303040025;INTERNAÇÃO P/ O TRATAMENTO MEDICAMENTOSO DA OSTEOGENESIS IMPERFECTA
303040033;TRATAMENTO DA MIGRANEA COMPLICADA
303040041;TRATAMENTO CLÍNICO DE ABSCESSO CEREBRAL
303040050;TRATAMENTO CLINICO DE COREIA AGUDA
303040068;TRATAMENTO CONSERVADOR DA DOR REBELDE DE ORIGEM CENTRAL OU NEOPLÁSICA
303040076;TRATAMENTO CONSERVADOR DA HEMORRAGIA CEREBRAL
303040084;TRATAMENTO CONSERVADOR DE TRAUMATISMO CRANIOENCEFÁLICO (GRAU LEVE)
303040092;TRATAMENTO CONSERVADOR DE TRAUMATISMO CRANIOENCEFÁLICO (GRAU MÉDIO)
303040106;TRATAMENTO CONSERVADOR DE TRAUMATISMO CRANIOENCEFALICO GRAVE
303040114;TRATAMENTO CONSERVADOR DE TRAUMATISMO RAQUIMEDULAR
303040122;TRATAMENTO CONSERVADOR DE TUMOR DO SISTEMA NERVOSO CENTRAL
303040130;TRATAMENTO CLÍNICO DAS MIELITES / MIELOPATIAS
303040149;TRATAMENTO DE ACIDENTE VASCULAR CEREBRAL - AVC (ISQUEMICO OU HEMORRAGICO AGUDO)
303040157;TRATAMENTO DE COMPLICAÇÕES DA HIDROCEFALIA
303040165;TRATAMENTO DE CRISES EPILÉTICAS NÃO CONTROLADAS
303040173;TRATAMENTO DE DISTROFIAS MUSCULARES
303040181;TRATAMENTO DE DOENCA DE PARKINSON
303040190;TRATAMENTO DE DOENÇA DOS NEURÔNIOS MOTORES CENTRAIS C/ OU S/ AMIOTROFIAS
303040203;TRATAMENTO DE DOENÇAS NEURO-DEGENERATIVAS
303040211;TRATAMENTO DE ENCEFALOPATIA HIPERTENSIVA
303040220;TRATAMENTO DE ESCLEROSE GENERALIZADA PROGRESSIVA
303040238;TRATAMENTO DE FRATURA DA COLUNA VERTEBRAL C/ LESÃO DA MEDULA ESPINHAL
303040246;TRATAMENTO DE INTERCORRENCIAS DE DOENCAS NEUROMUSCULARES
303040254;TRATAMENTO DE MIASTENIA GRAVE
303040262;TRATAMENTO DE POLINEUROPATIAS
303040270;TRATAMENTO DE POLIRRADICULONEURITE DESMIELINIZANTE AGUDA
303040289;TRATAMENTO DE SURTO DE ESCLEROSE MULTIPLA
303040297;TRATAMENTO DE PROCESSO TOXI-INFECCIOSO DO CEREBRO OU DA MEDULA ESPINHAL
303040300;TRATAMENTO DO ACIDENTE VASCULAR CEREBRAL ISQUÊMICO AGUDO COM USO DE TROMBOLÍTICO
303050012;ACOMPANHAMENTO E AVALIACAO DE GLAUCOMA POR FUNDOSCOPIA E TONOMETRIA
303050020;EXERCICIOS ORTOPTICOS
303050039;TRATAMENTO OFTALMOLÒGICO DE PACIENTE C/ GLAUCOMA BINOCULAR (1ª LINHA )
303050047;TRATAMENTO OFTALMOLÓGICO DE PACIENTE C/ GLAUCOMA BINOCULAR (2ª LINHA)
303050055;TRATAMENTO OFTALMOLÓGICO DE PACIENTE C/ GLAUCOMA BINOCULAR (3 ª LINHA)
303050063;TRATAMENTO OFTALMOLÓGICO DE PACIENTE C/ GLAUCOMA MONOCULAR (1ª LINHA )
303050071;TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA MONOCULAR (2ª LINHA)
303050080;TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA MONOCULAR (3ª LINHA)
303050098;TRATAMENTO OFTALMOLOGICO DE PACIENTE COM GLAUCOMA COM DISPENSAÇÃO DE ACETAZOLAMIDA MONOCULAR OU BIN
303050101;TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA COM DISPENSAÇÃO DE PILOCARPINA MONOCULAR
303050110;TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA COM DISPENSAÇÃO DE PILOCARPINA BINOCULAR
303050128;CONSULTA OFTALMOLÓGICA - PROJETO OLHAR BRASIL
303050136;TRATAMENTO CLÍNICO DE INTERCORRÊNCIAS OFTALMOLÓGICAS
303050144;TRATAMENTO CLÍNICO DE INTERCORRÊNCIAS OFTALMOLÓGICAS DE ORIGEM INFECCIOSA
303050152;TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA - 1ª LINHA ASSOCIADA A 2ª LINHA - MONOCULAR
303050160;TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA - 1ª LINHA ASSOCIADA A 2ª LINHA - BINOCULAR
303050179;TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA - 1ª LINHA ASSOCIADA A 3ª LINHA - MONOCULAR
303050187;TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA - 1ª LINHA ASSOCIADA A 3ª LINHA - BINOCULAR
303050195;TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA - 2ª LINHA ASSOCIADA A 3ª LINHA - MONOCULAR
303050209;TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA - 2ª LINHA ASSOCIADA A 3ª LINHA - BINOCULAR
303050217;TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA MONOCULAR- ASSOCIAÇÃO DE 1ª, 2ª E 3ª LINHAS
303050225;TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA BINOCULAR - ASSOCIAÇÃO 1ª, 2ª E 3ª LINHAS
303050233;TRATAMENTO MEDICAMENTOSO DA DOENÇA DA RETINA
303060018;TRATAMENTO DE ANEURISMA DA AORTA
303060026;TRATAMENTO DE ARRITMIAS
303060034;TRATAMENTO DE CARDIOPATIA HIPERTROFICA
303060042;TRATAMENTO DE CARDIOPATIA ISQUEMICA CRONICA
303060050;TRATAMENTO DE CHOQUE ANAFILATICO
303060069;TRATAMENTO DE CHOQUE CARDIOGENICO
303060077;TRATAMENTO DE CHOQUE HIPOVOLEMICO
303060085;TRATAMENTO DE COMPLICACOES CARDIACAS POS-CIRURGIA
303060093;TRATAMENTO DE COMPLICACOES DE DISPOSITIVOS PROTETICOS IMPLANTES E ENXERTOS CARDIACOS E VALVULARES
303060107;TRATAMENTO DE CRISE HIPERTENSIVA
303060115;TRATAMENTO DE DOENCA REUMATICA C/ COMPROMETIMENTO CARDIACO
303060123;TRATAMENTO DE DOENCA REUMATICA S/ CARDITE
303060131;TRATAMENTO DE EDEMA AGUDO DE PULMAO
303060140;TRATAMENTO DE EMBOLIA PULMONAR
303060158;TRATAMENTO DE ENDOCARDITE INFECCIOSA EM PROTESE VALVAR
303060166;TRATAMENTO DE ENDOCARDITE INFECCIOSA EM VALVULA NATIVA
303060174;TRATAMENTO DE HIPERTENSAO PULMONAR
303060182;TRATAMENTO DE HIPERTENSAO SECUNDARIA
303060190;TRATAMENTO DE INFARTO AGUDO DO MIOCÁRDIO
303060204;TRATAMENTO DE INSUFICIENCIA ARTERIAL C/ ISQUEMIA CRITICA
303060212;TRATAMENTO DE INSUFICIENCIA CARDIACA
303060220;TRATAMENTO DE LINFADENITES INESPECIFICAS
303060239;TRATAMENTO DE MIOCARDIOPATIAS
303060247;TRATAMENTO DE OUTRAS VASCULOPATIAS
303060255;TRATAMENTO DE PARADA CARDIACA C/ RESSUSCITACAO
303060263;TRATAMENTO DE PE DIABETICO COMPLICADO
303060271;TRATAMENTO DE PERICARDITE
303060280;TRATAMENTO DE SINDROME CORONARIANA AGUDA
303060298;TRATAMENTO DE TROMBOSE VENOSA PROFUNDA
303060301;TRATAMENTO DE VARIZES DOS MEMBROS INFERIORES C/ ULCERA
303070013;DILATACAO DE ESOFAGO C/ OGIVAS SOB VISAO ENDOSCOPICA (POR SESSAO)
303070021;HEMOPERFUSAO
303070030;REMOCAO MANUAL DE FECALOMA
303070048;RETIRADA DE CORPO ESTRANHO DO ESOFAGO
303070056;RETIRADA DE CORPO ESTRANHO DO ESTOMAGO / DUODENO
303070064;TRATAMENTO DE DOENCAS DO ESOFAGO ESTOMAGO E DUODENO
303070072;TRATAMENTO DE DOENCAS DO FIGADO
303070080;TRATAMENTO DE DOENCAS DO PERITONIO
303070099;TRATAMENTO DE ENTERITES E COLITES NAO INFECCIOSAS
303070102;TRATAMENTO DE OUTRAS DOENCAS DO APARELHO DIGESTIVO
303070110;TRATAMENTO DE OUTRAS DOENCAS DO INTESTINO
303070129;TRATAMENTO DE TRANSTORNOS DAS VIAS BILIARES E PANCREAS
303070137;TRATAMENTO DE INTERCORRÊNCIA CLINICA PÓS-CIRURGIA BARIÁTRICA
303080019;CAUTERIZACAO QUIMICA DE PEQUENAS LESOES
303080027;DESBASTAMENTO DE CALOSIDADE E/OU MAL PERFURANTE (DESBASTAMENTO)
303080035;ESFOLIACAO QUIMICA
303080043;TRATAMENTO DE AFECCOES BOLHOSAS
303080051;TRATAMENTO DE DERMATITES E ECZEMAS
303080060;TRATAMENTO DE ESTAFILOCOCCIAS
303080078;TRATAMENTO DE ESTREPTOCOCCIAS
303080086;TRATAMENTO DE FARMACODERMIAS
303080094;TRATAMENTO DE OUTRAS AFECCOES DA PELE E DO TECIDO SUBCUTANEO
303080108;FOTOTERAPIA (POR SESSÃO)
303080116;FOTOTERAPIA COM FOTOSSENSIBILIZAÇÃO (POR SESSÃO)
303090014;ARTROCENTESE DE GRANDES ARTICULACOES
303090022;ARTROCENTESE DE PEQUENAS ARTICULACOES
303090030;INFILTRACAO DE SUBSTANCIAS EM CAVIDADE SINOVIAL (ARTICULACAO, BAINHA TENDINOSA)
303090049;INSTALACAO DE TRACAO CUTANEA
303090073;REVISÃO COM TROCA DE APARELHO GESSADO EM MEMBRO INFERIOR
303090081;REVISÃO COM IMOBILIZAÇÃO NÃO GESSADA EM LESÃO DA COLUNA VERTEBRAL
303090090;REVISÃO COM TROCA DE APARELHO GESSADO EM MEMBRO SUPERIOR
303090111;REVISÃO COM TROCA DE APARELHO GESSADO EM LESÃO DA COLUNA VERTEBRAL
303090120;TRATAMENTO CONSERVADOR DE FRATURA NA CINTURA ESCAPULAR (COM IMOBILIZAÇÃO)
303090138;TRATAMENTO CONSERVADOR DE FRATURA / LESAO LIGAMENTAR / ARRANCAMENTO OSSEO AO NIVEL DA PELVE
303090146;TRATAMENTO CONSERVADOR DE FRATURA DE COSTELAS
303090154;TRATAMENTO CONSERVADOR DE FRATURA DE PUNHO COM LUVA GESSADA
303090162;TRATAMENTO CONSERVADOR DE FRATURA DE OSSO METACÁRPICO
303090170;TRATAMENTO CONSERVADOR DE FRATURA DE OSSOS DA FACE
303090189;TRATAMENTO CONSERVADOR DE FRATURA DO ESTERNO
303090197;TRATAMENTO CONSERVADOR DE FRATURA DOS ANEIS PELVICOS
303090200;TRATAMENTO CONSERVADOR DE FRATURA EM MEMBRO INFERIOR COM IMOBILIZAÇÃO
303090219;TRATAMENTO CONSERVADOR DE LESÃO DA COLUNA CERVICAL COM IMOBILIZAÇÃO
303090227;TRATAMENTO CONSERVADOR DE FRATURA EM MEMBRO SUPERIOR COM IMOBILIZAÇÃO
303090235;TRATAMENTO CONSERVADOR DE LESAO DA COLUNA TORACO-LOMBO-SACRA C/ ORTESE
303090243;TRATAMENTO CONSERVADOR DE LESAO DA COLUNA TORACO-LOMBO-SACRA S/ IMOBILIZACAO
303090251;TRATAMENTO CONSERVADOR DE LESÃO DE COLUNA TORACO-LOMBO-SACRA COM IMOBILIZAÇÃO
303090260;TRATAMENTO CONSERVADOR DE LESÃO DE MECANISMO EXTENSOR DOS DEDOS
303090286;TRATAMENTO CONSERVADOR DE LESÃO LIGAMENTAR EM MEMBRO COM IMOBILIZAÇÃO
303090294;TRATAMENTO CONSERVADOR DE LUMBAGO OU DORSALGIA REFRATARIOS
303090308;TRATAMENTO CONSERVADOR DE OSTEOMIELITE AGUDA
303090316;TRATAMENTO DAS POLIARTROPATIAS INFLAMATORIAS
303090324;TRATAMENTO DE ARTRITE REUMATOIDE
303090332;TRATAMENTO DE DOENCAS SISTEMICAS DO TECIDO CONJUNTIVO
303090340;TRATAMENTO DE ESPONDILITE ANCILOSANTE
303090359;TRATAMENTO DE OSTEITE
303090367;TRATAMENTO DE OSTEOPOROSE
303090375;TRATAMENTO DE OUTRAS DOENCAS OSSEAS
303100010;TRATAMENTO DE COMPLICACOES RELACIONADAS PREDOMINANTEMENTE AO PUERPERIO
303100028;TRATAMENTO DE ECLAMPSIA
303100036;TRATAMENTO DE EDEMA, PROTEINURIA E TRANSTORNOS HIPERTENSIVOS NA GRAVIDEZ PARTO E PUERPERIO
303100044;TRATAMENTO DE INTERCORRENCIAS CLINICAS NA GRAVIDEZ
303100052;TRATAMENTO DE MOLA HIDATIFORME
303110015;TRATAMENTO DAS MALFORMACOES E DEFORMIDADES CONGENITAS DO SISTEMA OSTEOMUSCULAR
303110023;TRATAMENTO DE ANOMALIAS CROMOSSOMICAS NAO CLASSIFICADAS EM OUTRA PARTE
303110031;TRATAMENTO DE ESPINHA BIFIDA
303110040;TRATAMENTO DE MALFORMACOES CONGENITAS DO APARELHO CIRCULATORIO
303110058;TRATAMENTO DE FENDA LABIAL E/OU FENDA PALATINA
303110066;TRATAMENTO DE MALFORMACOES CONGENITAS DO APARELHO URINARIO
303110074;TRATAMENTO DE MALFORMACOES CONGENITAS DOS ORGAOS GENITAIS
303110082;TRATAMENTO DE NEUROFIBROMATOSE
303110090;TRATAMENTO DE OUTRAS ANOMALIAS CONGENITAS DO SISTEMA NERVOSO
303110104;TRATAMENTO DE OUTRAS MALFORMACOES CONGENITAS
303110112;TRATAMENTO DE OUTRAS MALFORMACOES CONGENITAS DO APARELHO DIGESTIVO
303120010;IODOTERAPIA DE CARCIOMA DIFERENCIADO DA TIREOIDE (250 MCI)
303120029;TRATAMENTO DE CARCINOMA DA TIREOIDE
303120037;TRATAMENTO DE HIPERTIROIDISMO
303120045;TRATAMENTO DE CARDIOTOXICOSE POR HIPERTIROIDISMO (ATE 50 MCI)
303120053;TRATAMENTO DE DOR/METÁSTASE ÓSSEA COM RADIOISÓTOPO (POR TRATAMENTO-EXCETO CÂNCER DE TIREOIDE)
303120061;TRATAMENTO DE HIPERTIREOIDISMO (PLUMMER - ATE 30 MCI)
303120070;TRATAMENTO DE HIPERTIREOIDISMO GRAVES
303130016;ATENDIMENTO A PACIENTE SOB CUIDADOS PROLONGADOS DEVIDO A CAUSAS EXTERNAS
303130024;ATENDIMENTO A PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES CARDIOVASCULARES
303130032;ATENDIMENTO A PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES PNEUMOLOGICAS
303130040;TRATAMENTO DE PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES DECORRENTES DA AIDS
303130059;TRATAMENTO DE PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES NEUROLOGICAS
303130067;TRATAMENTO DE PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES ONCOLOGICAS
303130075;TRATAMENTO DE PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES OSTEOMUSCULARES E DO TECIDO CONJUNT
303130083;TRATAMENTO DE PACIENTES SOB CUIDADOS PROLONGADOS EM HANSENIASE
303140011;LAVAGEM NASAL PELO METODO DE PROETZ (POR SESSAO)
303140020;TRATAMENTO DA FIBROSE CISTICA COM MANIFESTACOES PULMONARES
303140038;TRATAMENTO DAS AFECCOES NECROTICAS E SUPURATIVAS DAS VIAS AEREAS INFERIORES
303140046;TRATAMENTO DAS DOENCAS CRONICAS DAS VIAS AEREAS INFERIORES
303140054;TRATAMENTO DAS DOENCAS PULMONARES DEVIDO A AGENTES EXTERNOS
303140062;TRATAMENTO DE CARDIOPATIA PULMONAR NAO ESPECIFICADA (COR PULMONALE)
303140070;TRATAMENTO DE DOENCA DO OUVIDO EXTERNO MEDIO E DA MASTOIDE
303140089;TRATAMENTO DE DOENCAS RESPIRATORIAS QUE AFETAM PRINCIPALMENTE O INTERSTICIO
303140097;TRATAMENTO DE HEMORRAGIAS DAS VIAS RESPIRATORIAS
303140100;TRATAMENTO DE INFECCOES AGUDAS DAS VIAS AEREAS SUPERIORES
303140119;TRATAMENTO DE OUTRAS DOENCAS DA PLEURA
303140127;TRATAMENTO DE OUTRAS DOENCAS DAS VIAS AEREAS SUPERIORES
303140135;TRATAMENTO DE OUTRAS DOENCAS DO APARELHO RESPIRATORIO
303140143;TRATAMENTO DE OUTRAS INFECCOES AGUDAS DAS VIAS AEREAS INFERIORES
303140151;TRATAMENTO DE PNEUMONIAS OU INFLUENZA (GRIPE)
303150017;TRATAMENTO DE DOENCAS DOS ORGAOS GENITAIS MASCULINOS
303150025;TRATAMENTO DE DOENCAS GLOMERULARES
303150033;TRATAMENTO DE DOENCAS INFLAMATORIAS DOS ORGAOS PELVICOS FEMININOS
303150041;TRATAMENTO DE DOENCAS RENAIS TUBULO-INTERSTICIAIS
303150050;TRATAMENTO DE OUTRAS DOENCAS DO APARELHO URINARIO
303150068;TRATAMENTO DE OUTROS TRANSTORNOS DO RIM E DO URETER
303160012;TRATAMENTO DE ENTERITE NECROSANTE DO FETO E DO RECEM-NASCIDO
303160020;TRATAMENTO DE INFECCOES ESPECIFICAS DO PERIODO PERINATAL
303160039;TRATAMENTO DE OUTROS TRANSTORNOS ORIGINADOS NO PERIODO PERINATAL
303160047;TRATAMENTO DE TRANSTORNOS HEMORRAGICOS E HEMATOLOGICOS DO FETO E DO RECEM-NASCIDO
303160055;TRATAMENTO DE TRANSTORNOS RELACIONADOS C/ A DURACAO DA GESTACAO E C/ O CRESCIMENTO FETAL
303160063;TRATAMENTO DE TRANSTORNOS RESPIRATORIOS E CARDIOVASCULARES ESPECIFICOS DO PERIODO NEONATAL
303160071;TRATAMENTO DE TRAUMATISMO DE PARTO NO NEONATO
303170018;DIAGNOSTICO E/OU ATENDIMENTO DE URGENCIA EM PSIQUIATRIA
303170026;TRATAMENTO DA INTOXICACAO AGUDA EM USUARIOS DE ALCOOL E OUTRAS DROGAS
303170034;TRATAMENTO DA SINDROME DE ABSTINENCIA DO ALCOOL EM SERVICO HOSPITALAR DE REFERENCIA PARA A ATENCAO I
303170042;TRATAMENTO DE DEPENDENCIA DO ALCOOL EM SERVICO HOSPITALAR DE REFERENCIA PARA A ATENCAO INTEGRAL AOS
303170050;TRATAMENTO DE SINDROME DE ABSTINENCIA POR USO PREJUDICIAL DE ALCOOL E DROGAS
303170069;TRATAMENTO DE TRANSTORNOS MENTAIS E COMPORTAMENTAIS DEVIDOS AO USO DE SUBSTANCIAS PSICOATIVAS
303170077;TRATAMENTO EM PSIQUIATRIA (CLASSIFICACAO PT GM 251/02)
303170085;TRATAMENTO EM PSIQUIATRIA - EM HOSPITAL GERAL (POR DIA)
303170093;TRATAMENTO EM PSIQUIATRIA (POR DIA)
